date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:22:56	17115/17115	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Oct%202022%2018:55:01%20GMT	https://truelysell-admin.dreamguystech.com/template/index.html	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/index.html	(from )
21:22:57	173/173	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jul%202023%2014:22:54%20GMT	https://truelysell-admin.dreamguystech.com/robots.txt		(from )
21:22:57	2462/2462	---M--	200	added ('OK')	image/png	etag:%2299e-5eac6d004b190%22	https://truelysell-admin.dreamguystech.com/template/assets/img/favicon.png	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/assets/img/favicon.png	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:22:58	163879/163879	---M-Z	200	added ('OK')	text/css	etag:%2228027-5eac6d0243faf-gzip%22	https://truelysell-admin.dreamguystech.com/template/assets/plugins/bootstrap/css/bootstrap.min.css	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/assets/plugins/bootstrap/css/bootstrap.min.css	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:22:59	55420/55420	---M-Z	200	added ('OK')	text/css	etag:%22d87c-5eac6d0316eaf-gzip%22	https://truelysell-admin.dreamguystech.com/template/assets/plugins/fontawesome/css/fontawesome.min.css	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/assets/plugins/fontawesome/css/fontawesome.min.css	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:23:00	56847/56847	---M-Z	200	added ('OK')	text/css	etag:%22de0f-5eac6d02fa98f-gzip%22	https://truelysell-admin.dreamguystech.com/template/assets/plugins/fontawesome/css/all.min.css	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/assets/plugins/fontawesome/css/all.min.css	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:23:01	61352/61352	---M-Z	200	added ('OK')	text/css	etag:%22efa8-5eac6d01e540f-gzip%22	https://truelysell-admin.dreamguystech.com/template/assets/css/animate.min.css	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/assets/css/animate.min.css	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:23:01	99941/99941	---M-Z	200	added ('OK')	text/css	etag:%2218665-5eac6d01e82ef-gzip%22	https://truelysell-admin.dreamguystech.com/template/assets/css/admin.css	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/assets/css/admin.css	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:23:02	2499/2499	---M--	200	added ('OK')	image/png	etag:%229c3-5eac6d01e252f%22	https://truelysell-admin.dreamguystech.com/template/assets/img/logo-icon.png	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/assets/img/logo-icon.png	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:23:03	10621/10621	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Oct%202022%2018:55:01%20GMT	https://truelysell-admin.dreamguystech.com/template/admin-notification.html	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/admin-notification.html	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:23:04	14436/14436	---M--	200	added ('OK')	image/jpeg	etag:%223864-5eac6d00165d0%22	https://truelysell-admin.dreamguystech.com/template/assets/img/provider/provider-01.jpg	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/assets/img/provider/provider-01.jpg	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:23:05	16757/16757	---M--	200	added ('OK')	image/jpeg	etag:%224175-5eac6d004b190%22	https://truelysell-admin.dreamguystech.com/template/assets/img/provider/provider-02.jpg	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/assets/img/provider/provider-02.jpg	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:23:05	34361/34361	---M--	200	added ('OK')	image/jpeg	etag:%228639-5eac6d0031b50%22	https://truelysell-admin.dreamguystech.com/template/assets/img/provider/provider-03.jpg	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/assets/img/provider/provider-03.jpg	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:23:07	49708/49708	---M--	200	added ('OK')	image/jpeg	etag:%22c22c-5eac6d0030bb0%22	https://truelysell-admin.dreamguystech.com/template/assets/img/provider/provider-04.jpg	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/assets/img/provider/provider-04.jpg	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:23:08	60307/60307	---M--	200	added ('OK')	image/jpeg	etag:%22eb93-5eac6d002ec70%22	https://truelysell-admin.dreamguystech.com/template/assets/img/provider/provider-05.jpg	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/assets/img/provider/provider-05.jpg	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:23:09	94394/94394	---M--	200	added ('OK')	image/jpeg	etag:%22170ba-5eac6d004a1f0%22	https://truelysell-admin.dreamguystech.com/template/assets/img/provider/provider-06.jpg	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/assets/img/provider/provider-06.jpg	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:23:10	88536/88536	---M--	200	added ('OK')	image/jpeg	etag:%22159d8-5eac6d0030bb0%22	https://truelysell-admin.dreamguystech.com/template/assets/img/provider/provider-07.jpg	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/assets/img/provider/provider-07.jpg	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:23:11	60705/60705	---M--	200	added ('OK')	image/jpeg	etag:%22ed21-5eac6d0014690%22	https://truelysell-admin.dreamguystech.com/template/assets/img/user.jpg	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/assets/img/user.jpg	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:23:12	16836/16836	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Oct%202022%2018:54:57%20GMT	https://truelysell-admin.dreamguystech.com/template/admin-profile.html	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/admin-profile.html	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:23:12	2208/2208	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Oct%202022%2018:55:01%20GMT	https://truelysell-admin.dreamguystech.com/template/login.html	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/login.html	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:23:13	15191/15191	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Oct%202022%2018:55:01%20GMT	https://truelysell-admin.dreamguystech.com/template/categories.html	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/categories.html	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:23:13	15386/15386	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Oct%202022%2018:55:01%20GMT	https://truelysell-admin.dreamguystech.com/template/subcategories.html	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/subcategories.html	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:23:13	18577/18577	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Oct%202022%2018:54:57%20GMT	https://truelysell-admin.dreamguystech.com/template/service-list.html	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/service-list.html	(from https://truelysell-admin.dreamguystech.com/template/index.html)
21:23:13	19361/19361	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Oct%202022%2018:55:01%20GMT	https://truelysell-admin.dreamguystech.com/template/total-report.html	C:/Users/windg/Desktop/theme-html/admin%20black%20pink/truelysell-admin.dreamguystech.com/template/total-report.html	(from https://truelysell-admin.dreamguystech.com/template/index.html)
